,SeriesName,SeriesStartYear,IssueNum,IssueType,CoverDate,Name,SeriesID,IssueID,CV Series Name,CV Series Year,CV Issue Number,CV Cover Image,CV Issue URL,Days Between Issues,CV Series Publisher
1,Robin War,2016,1,Issue,2016-02-29,Comicvine,86391,507163,Robin War,2015,1, ,https://comicvine.gamespot.com/issue/4000-507163/,0 days 00:00:00,DC Comics
2,Grayson,2014,15,Issue,2016-02-29,Comicvine,75536,507747,Grayson,2014,15, ,https://comicvine.gamespot.com/grayson-15-robin-war-part-2-the-originals/4000-507747/,0 days 00:00:00,DC Comics
3,Detective Comics,2011,47,Issue,2016-02-29,Comicvine,42594,507742,Detective Comics,2011,47, ,https://comicvine.gamespot.com/detective-comics-47-robin-war-part-three-getting-d/4000-507742/,0 days 00:00:00,DC Comics
4,We Are Robin,2015,7,Issue,2016-02-29,Comicvine,82863,508417,We Are Robin,2015,7, ,https://comicvine.gamespot.com/we-are-robin-7-robin-war-part-4-jail-birds/4000-508417/,0 days 00:00:00,DC Comics
5,Red Hood/Arsenal,2015,7,Issue,2016-02-29,Comicvine,82470,507754,Red Hood/Arsenal,2015,7, ,https://comicvine.gamespot.com/red-hoodarsenal-7-alls-fair-in-love-and-robin-war/4000-507754/,0 days 00:00:00,DC Comics
6,Robin: Son of Batman,2015,7,Issue,2016-02-29,Comicvine,82719,508873,Robin: Son of Batman,2015,7, ,https://comicvine.gamespot.com/robin-son-of-batman-7-robin-war-part-5-fight-the-n/4000-508873/,0 days 00:00:00,DC Comics
7,Gotham Academy,2014,13,Issue,2016-02-29,Comicvine,77219,507746,Gotham Academy,2014,13, ,https://comicvine.gamespot.com/gotham-academy-13-robins-vs-zombies-robin-war/4000-507746/,0 days 00:00:00,DC Comics
8,Teen Titans,2014,15,Issue,2016-02-29,Comicvine,75697,508877,Teen Titans,2014,15, ,https://comicvine.gamespot.com/teen-titans-15-on-the-run-a-tale-from-the-robin-wa/4000-508877/,31 days 00:00:00,DC Comics
9,Robin War,2016,2,Issue,2016-03-31,Comicvine,86391,510645,Robin War,2015,2, ,https://comicvine.gamespot.com/issue/4000-510645/,0 days 00:00:00,DC Comics
