,SeriesName,SeriesStartYear,IssueNum,IssueType,CoverDate,Name,SeriesID,IssueID,CV Series Name,CV Series Year,CV Issue Number,CV Series Publisher,CV Cover Image,CV Issue URL,Days Between Issues
1,Batman,1940,515,Issue,1995-02-01,Comicvine,796,40406,Batman,1940,515,DC Comics, ,https://comicvine.gamespot.com/issue/4000-40406/,0 days 00:00:00
2,Shadow of the Bat,1992,35,Issue,1995-02-01,Comicvine,4724,40505,Batman: Shadow of the Bat,1992,35,DC Comics, ,https://comicvine.gamespot.com/issue/4000-40505/,0 days 00:00:00
3,Detective Comics,1937,682,Issue,1995-02-01,Comicvine,18058,113144,Detective Comics,1937,682,DC Comics, ,https://comicvine.gamespot.com/issue/4000-113144/,0 days 00:00:00
4,Robin,1993,14,Issue,1995-02-01,Comicvine,4975,40423,Robin,1993,14,DC Comics, ,https://comicvine.gamespot.com/robin-14-big-city-bomber/4000-40423/,0 days 00:00:00
