,SeriesName,SeriesStartYear,IssueNum,IssueType,CoverDate,Name,SeriesID,IssueID,CV Series Name,CV Series Year,CV Issue Number,CV Series Publisher,CV Cover Image,CV Issue URL,Days Between Issues
574,Arkham Asylum: A Serious House on a Serious Earth,1987.0,1,Issue,1989-10-01,Comicvine,20403,122008,Batman: Arkham Asylum,1989,1,DC Comics, ,https://comicvine.gamespot.com/issue/4000-122008/,304 days 00:00:00
575,Batman,1940.0,452,Issue,1990-08-01,Comicvine,796,33031,Batman,1940,452,DC Comics, ,https://comicvine.gamespot.com/issue/4000-33031/,0 days 00:00:00
576,Batman,1940.0,453,Issue,1990-08-01,Comicvine,796,33130,Batman,1940,453,DC Comics, ,https://comicvine.gamespot.com/issue/4000-33130/,31 days 00:00:00
577,Batman,1940.0,454,Issue,1990-09-01,Comicvine,796,33150,Batman,1940,454,DC Comics, ,https://comicvine.gamespot.com/issue/4000-33150/,-62 days +00:00:00
578,Detective Comics,1937.0,618,Issue,1990-07-01,Comicvine,18058,113077,Detective Comics,1937,618,DC Comics, ,https://comicvine.gamespot.com/issue/4000-113077/,31 days 00:00:00
579,Detective Comics,1937.0,619,Issue,1990-08-01,Comicvine,18058,113078,Detective Comics,1937,619,DC Comics, ,https://comicvine.gamespot.com/issue/4000-113078/,0 days 00:00:00
580,Detective Comics,1937.0,620,Issue,1990-08-01,Comicvine,18058,113079,Detective Comics,1937,620,DC Comics, ,https://comicvine.gamespot.com/issue/4000-113079/,31 days 00:00:00
581,Detective Comics,1937.0,621,Issue,1990-09-01,Comicvine,18058,113081,Detective Comics,1937,621,DC Comics, ,https://comicvine.gamespot.com/issue/4000-113081/,60 days 00:00:00
582,Batman,1940.0,455,Issue,1990-10-31,Comicvine,796,33268,Batman,1940,455,DC Comics, ,https://comicvine.gamespot.com/issue/4000-33268/,30 days 00:00:00
583,Batman,1940.0,456,Issue,1990-11-30,Comicvine,796,33384,Batman,1940,456,DC Comics, ,https://comicvine.gamespot.com/issue/4000-33384/,31 days 00:00:00
584,Batman,1940.0,457,Issue,1990-12-31,Comicvine,796,33486,Batman,1940,457,DC Comics, ,https://comicvine.gamespot.com/issue/4000-33486/,31 days 00:00:00
585,Robin,1991.0,1,Issue,1991-01-31,Comicvine,4563,33743,Robin,1991,1,DC Comics, ,https://comicvine.gamespot.com/issue/4000-33743/,28 days 00:00:00
586,Robin,1991.0,2,Issue,1991-02-28,Comicvine,4563,33845,Robin,1991,2,DC Comics, ,https://comicvine.gamespot.com/issue/4000-33845/,31 days 00:00:00
587,Robin,1991.0,3,Issue,1991-03-31,Comicvine,4563,33956,Robin,1991,3,DC Comics, ,https://comicvine.gamespot.com/issue/4000-33956/,30 days 00:00:00
588,Robin,1991.0,4,Issue,1991-04-30,Comicvine,4563,34065,Robin,1991,4,DC Comics, ,https://comicvine.gamespot.com/issue/4000-34065/,31 days 00:00:00
589,Robin,1991.0,5,Issue,1991-05-31,Comicvine,4563,34172,Robin,1991,5,DC Comics, ,https://comicvine.gamespot.com/issue/4000-34172/,-484 days +00:00:00
590,Justice League Europe,1989.0,11,Issue,1990-02-01,Comicvine,4199,32389,Justice League Europe,1989,11,DC Comics, ,https://comicvine.gamespot.com/issue/4000-32389/,28 days 00:00:00
591,Justice League Europe,1989.0,12,Issue,1990-03-01,Comicvine,4199,32491,Justice League Europe,1989,12,DC Comics, ,https://comicvine.gamespot.com/issue/4000-32491/,274 days 00:00:00
592,Hellblazer,1988.0,35,Issue,1990-11-30,Comicvine,4008,33392,Hellblazer,1988,35,Vertigo, ,https://comicvine.gamespot.com/issue/4000-33392/,-395 days +00:00:00
593,Green Arrow,1988.0,25,Issue,1989-10-31,Comicvine,4003,66716,Green Arrow,1988,25,DC Comics, ,https://comicvine.gamespot.com/issue/4000-66716/,30 days 00:00:00
594,Green Arrow,1988.0,26,Issue,1989-11-30,Comicvine,4003,66717,Green Arrow,1988,26,DC Comics, ,https://comicvine.gamespot.com/issue/4000-66717/,31 days 00:00:00
595,Green Arrow,1988.0,27,Issue,1989-12-31,Comicvine,4003,66718,Green Arrow,1988,27,DC Comics, ,https://comicvine.gamespot.com/issue/4000-66718/,31 days 00:00:00
596,Green Arrow,1988.0,28,Issue,1990-01-31,Comicvine,4003,66719,Green Arrow,1988,28,DC Comics, ,https://comicvine.gamespot.com/issue/4000-66719/,28 days 00:00:00
597,Green Arrow,1988.0,29,Issue,1990-02-28,Comicvine,4003,66720,Green Arrow,1988,29,DC Comics, ,https://comicvine.gamespot.com/issue/4000-66720/,31 days 00:00:00
598,Green Arrow,1988.0,30,Issue,1990-03-31,Comicvine,4003,66721,Green Arrow,1988,30,DC Comics, ,https://comicvine.gamespot.com/issue/4000-66721/,30 days 00:00:00
599,Green Arrow,1988.0,31,Issue,1990-04-30,Comicvine,4003,66722,Green Arrow,1988,31,DC Comics, ,https://comicvine.gamespot.com/issue/4000-66722/,31 days 00:00:00
600,Green Arrow,1988.0,32,Issue,1990-05-31,Comicvine,4003,66723,Green Arrow,1988,32,DC Comics, ,https://comicvine.gamespot.com/issue/4000-66723/,30 days 00:00:00
601,Green Arrow,1988.0,33,Issue,1990-06-30,Comicvine,4003,66724,Green Arrow,1988,33,DC Comics, ,https://comicvine.gamespot.com/issue/4000-66724/,-347 days +00:00:00
602,Suicide Squad,1987.0,31,Issue,1989-07-18,Comicvine,3815,31410,Suicide Squad,1987,31,DC Comics, ,https://comicvine.gamespot.com/issue/4000-31410/,44 days 00:00:00
603,Suicide Squad,1987.0,32,Issue,1989-08-31,Comicvine,3815,31518,Suicide Squad,1987,32,DC Comics, ,https://comicvine.gamespot.com/issue/4000-31518/,30 days 00:00:00
604,Suicide Squad,1987.0,33,Issue,1989-09-30,Comicvine,3815,31628,Suicide Squad,1987,33,DC Comics, ,https://comicvine.gamespot.com/issue/4000-31628/,1 days 00:00:00
605,Suicide Squad,1987.0,34,Issue,1989-10-01,Comicvine,3815,31737,Suicide Squad,1987,34,DC Comics, ,https://comicvine.gamespot.com/issue/4000-31737/,48 days 00:00:00
606,Suicide Squad,1987.0,35,Issue,1989-11-18,Comicvine,3815,31843,Suicide Squad,1987,35,DC Comics, ,https://comicvine.gamespot.com/issue/4000-31843/,43 days 00:00:00
607,Suicide Squad,1987.0,36,Issue,1989-12-31,Comicvine,3815,32037,Suicide Squad,1987,36,DC Comics, ,https://comicvine.gamespot.com/issue/4000-32037/,31 days 00:00:00
608,Suicide Squad,1987.0,37,Issue,1990-01-31,Comicvine,3815,32302,Suicide Squad,1987,37,DC Comics, ,https://comicvine.gamespot.com/issue/4000-32302/,59 days 00:00:00
609,Suicide Squad,1987.0,38,Issue,1990-03-31,Comicvine,3815,32397,Suicide Squad,1987,38,DC Comics, ,https://comicvine.gamespot.com/issue/4000-32397/,0 days 00:00:00
610,Suicide Squad,1987.0,39,Issue,1990-03-31,Comicvine,3815,32499,Suicide Squad,1987,39,DC Comics, ,https://comicvine.gamespot.com/issue/4000-32499/,-90 days +00:00:00
611,Justice League America,1989.0,33,Issue,1989-12-31,Comicvine,4198,31965,Justice League America,1989,33,DC Comics, ,https://comicvine.gamespot.com/issue/4000-31965/,31 days 00:00:00
612,Justice League America,1989.0,34,Issue,1990-01-31,Comicvine,4198,32293,Justice League America,1989,34,DC Comics, ,https://comicvine.gamespot.com/issue/4000-32293/,28 days 00:00:00
613,Justice League America,1989.0,35,Issue,1990-02-28,Comicvine,4198,32388,Justice League America,1989,35,DC Comics, ,https://comicvine.gamespot.com/issue/4000-32388/,31 days 00:00:00
614,Justice League America,1989.0,36,Issue,1990-03-31,Comicvine,4198,32490,Justice League America,1989,36,DC Comics, ,https://comicvine.gamespot.com/issue/4000-32490/,-182 days +00:00:00
615,Animal Man,1988.0,15,Issue,1989-09-30,Comicvine,3976,31597,Animal Man,1988,15,DC Comics, ,https://comicvine.gamespot.com/issue/4000-31597/,1 days 00:00:00
616,Animal Man,1988.0,16,Issue,1989-10-01,Comicvine,3976,31713,Animal Man,1988,16,DC Comics, ,https://comicvine.gamespot.com/issue/4000-31713/,31 days 00:00:00
617,Animal Man,1988.0,17,Issue,1989-11-01,Comicvine,3976,31820,Animal Man,1988,17,DC Comics, ,https://comicvine.gamespot.com/issue/4000-31820/,30 days 00:00:00
618,Animal Man,1988.0,18,Issue,1989-12-01,Comicvine,3976,31954,Animal Man,1988,18,DC Comics, ,https://comicvine.gamespot.com/issue/4000-31954/,31 days 00:00:00
619,Animal Man,1988.0,19,Issue,1990-01-01,Comicvine,3976,32279,Animal Man,1988,19,DC Comics, ,https://comicvine.gamespot.com/issue/4000-32279/,31 days 00:00:00
620,Animal Man,1988.0,20,Issue,1990-02-01,Comicvine,3976,32376,Animal Man,1988,20,DC Comics, ,https://comicvine.gamespot.com/issue/4000-32376/,28 days 00:00:00
621,Animal Man,1988.0,21,Issue,1990-03-01,Comicvine,3976,32475,Animal Man,1988,21,DC Comics, ,https://comicvine.gamespot.com/issue/4000-32475/,31 days 00:00:00
622,Animal Man,1988.0,22,Issue,1990-04-01,Comicvine,3976,32584,Animal Man,1988,22,DC Comics, ,https://comicvine.gamespot.com/issue/4000-32584/,60 days 00:00:00
623,Animal Man,1988.0,23,Issue,1990-05-31,Comicvine,3976,32683,Animal Man,1988,23,DC Comics, ,https://comicvine.gamespot.com/issue/4000-32683/,1 days 00:00:00
624,Animal Man,1988.0,24,Issue,1990-06-01,Comicvine,3976,32786,Animal Man,1988,24,DC Comics, ,https://comicvine.gamespot.com/issue/4000-32786/,30 days 00:00:00
625,Animal Man,1988.0,25,Issue,1990-07-01,Comicvine,3976,32913,Animal Man,1988,25,DC Comics, ,https://comicvine.gamespot.com/issue/4000-32913/,31 days 00:00:00
626,Animal Man,1988.0,26,Issue,1990-08-01,Comicvine,3976,33029,Animal Man,1988,26,DC Comics, ,https://comicvine.gamespot.com/issue/4000-33029/,-213 days +00:00:00
627,Wonder Woman,1987.0,37,Issue,1989-12-31,Comicvine,3824,63501,Wonder Woman,1987,37,DC Comics, ,https://comicvine.gamespot.com/issue/4000-63501/,31 days 00:00:00
628,Wonder Woman,1987.0,38,Issue,1990-01-31,Comicvine,3824,63502,Wonder Woman,1987,38,DC Comics, ,https://comicvine.gamespot.com/issue/4000-63502/,28 days 00:00:00
629,Wonder Woman,1987.0,39,Issue,1990-02-28,Comicvine,3824,63503,Wonder Woman,1987,39,DC Comics, ,https://comicvine.gamespot.com/issue/4000-63503/,31 days 00:00:00
630,Wonder Woman,1987.0,40,Issue,1990-03-31,Comicvine,3824,63504,Wonder Woman,1987,40,DC Comics, ,https://comicvine.gamespot.com/issue/4000-63504/,30 days 00:00:00
631,Wonder Woman,1987.0,41,Issue,1990-04-30,Comicvine,3824,63505,Wonder Woman,1987,41,DC Comics, ,https://comicvine.gamespot.com/issue/4000-63505/,31 days 00:00:00
632,Wonder Woman,1987.0,42,Issue,1990-05-31,Comicvine,3824,63506,Wonder Woman,1987,42,DC Comics, ,https://comicvine.gamespot.com/issue/4000-63506/,30 days 00:00:00
633,Wonder Woman,1987.0,43,Issue,1990-06-30,Comicvine,3824,63507,Wonder Woman,1987,43,DC Comics, ,https://comicvine.gamespot.com/issue/4000-63507/,31 days 00:00:00
634,Wonder Woman,1987.0,44,Issue,1990-07-31,Comicvine,3824,63508,Wonder Woman,1987,44,DC Comics, ,https://comicvine.gamespot.com/issue/4000-63508/,153 days 00:00:00
635,World’s Finest,1990.0,1,Issue,1990-12-31,Comicvine,31792,199247,World's Finest,1990,1,DC Comics, ,https://comicvine.gamespot.com/issue/4000-199247/,0 days 00:00:00
636,World’s Finest,1990.0,2,Issue,1990-12-31,Comicvine,31792,199248,World's Finest,1990,2,DC Comics, ,https://comicvine.gamespot.com/issue/4000-199248/,0 days 00:00:00
637,World’s Finest,1990.0,3,Issue,1990-12-31,Comicvine,31792,199249,World's Finest,1990,3,DC Comics, ,https://comicvine.gamespot.com/issue/4000-199249/,-275 days +00:00:00
638,Doom Patrol,1987.0,30,Issue,1990-03-31,Comicvine,3786,32482,Doom Patrol,1987,30,Vertigo, ,https://comicvine.gamespot.com/issue/4000-32482/,30 days 00:00:00
639,Doom Patrol,1987.0,31,Issue,1990-04-30,Comicvine,3786,32590,Doom Patrol,1987,31,Vertigo, ,https://comicvine.gamespot.com/issue/4000-32590/,31 days 00:00:00
640,Doom Patrol,1987.0,32,Issue,1990-05-31,Comicvine,3786,32690,Doom Patrol,1987,32,Vertigo, ,https://comicvine.gamespot.com/issue/4000-32690/,30 days 00:00:00
641,Doom Patrol,1987.0,33,Issue,1990-06-30,Comicvine,3786,32793,Doom Patrol,1987,33,Vertigo, ,https://comicvine.gamespot.com/issue/4000-32793/,31 days 00:00:00
642,Doom Patrol,1987.0,34,Issue,1990-07-31,Comicvine,3786,32921,Doom Patrol,1987,34,Vertigo, ,https://comicvine.gamespot.com/issue/4000-32921/,31 days 00:00:00
643,Doom Patrol,1987.0,35,Issue,1990-08-31,Comicvine,3786,33036,Doom Patrol,1987,35,Vertigo, ,https://comicvine.gamespot.com/issue/4000-33036/,30 days 00:00:00
644,Doom Patrol,1987.0,36,Issue,1990-09-30,Comicvine,3786,33154,Doom Patrol,1987,36,Vertigo, ,https://comicvine.gamespot.com/issue/4000-33154/,31 days 00:00:00
645,Doom Patrol,1987.0,37,Issue,1990-10-31,Comicvine,3786,33272,Doom Patrol,1987,37,Vertigo, ,https://comicvine.gamespot.com/issue/4000-33272/,30 days 00:00:00
646,Doom Patrol,1987.0,38,Issue,1990-11-30,Comicvine,3786,33387,Doom Patrol,1987,38,Vertigo, ,https://comicvine.gamespot.com/issue/4000-33387/,31 days 00:00:00
647,Doom Patrol,1987.0,39,Issue,1990-12-31,Comicvine,3786,33489,Doom Patrol,1987,39,Vertigo, ,https://comicvine.gamespot.com/issue/4000-33489/,31 days 00:00:00
648,Doom Patrol,1987.0,40,Issue,1991-01-31,Comicvine,3786,33733,Doom Patrol,1987,40,Vertigo, ,https://comicvine.gamespot.com/issue/4000-33733/,28 days 00:00:00
649,Doom Patrol,1987.0,41,Issue,1991-02-28,Comicvine,3786,33835,Doom Patrol,1987,41,Vertigo, ,https://comicvine.gamespot.com/issue/4000-33835/,-304 days +00:00:00
650,Suicide Squad,1987.0,40,Issue,1990-04-30,Comicvine,3815,32607,Suicide Squad,1987,40,DC Comics, ,https://comicvine.gamespot.com/issue/4000-32607/,31 days 00:00:00
651,Suicide Squad,1987.0,41,Issue,1990-05-31,Comicvine,3815,32705,Suicide Squad,1987,41,DC Comics, ,https://comicvine.gamespot.com/issue/4000-32705/,30 days 00:00:00
652,Suicide Squad,1987.0,42,Issue,1990-06-30,Comicvine,3815,32811,Suicide Squad,1987,42,DC Comics, ,https://comicvine.gamespot.com/issue/4000-32811/,31 days 00:00:00
653,Suicide Squad,1987.0,43,Issue,1990-07-31,Comicvine,3815,32939,Suicide Squad,1987,43,DC Comics, ,https://comicvine.gamespot.com/issue/4000-32939/,488 days 00:00:00
654,Batman versus Predator,1991.0,1,Issue,1991-12-01,Comicvine,4692,33682,Batman versus Predator,1991,1,DC Comics, ,https://comicvine.gamespot.com/issue/4000-33682/,31 days 00:00:00
655,Batman versus Predator,1991.0,2,Issue,1992-01-01,Comicvine,4692,35177,Batman versus Predator,1991,2,DC Comics, ,https://comicvine.gamespot.com/issue/4000-35177/,31 days 00:00:00
656,Batman versus Predator,1991.0,3,Issue,1992-02-01,Comicvine,4692,116484,Batman versus Predator,1991,3,DC Comics, ,https://comicvine.gamespot.com/issue/4000-116484/,-428 days +00:00:00
657,Lobo,1990.0,1,Issue,1990-11-30,Comicvine,19236,115327,Lobo,1990,1,DC Comics, ,https://comicvine.gamespot.com/issue/4000-115327/,31 days 00:00:00
658,Lobo,1990.0,2,Issue,1990-12-31,Comicvine,19236,115368,Lobo,1990,2,DC Comics, ,https://comicvine.gamespot.com/issue/4000-115368/,31 days 00:00:00
659,Lobo,1990.0,3,Issue,1991-01-31,Comicvine,19236,115369,Lobo,1990,3,DC Comics, ,https://comicvine.gamespot.com/issue/4000-115369/,28 days 00:00:00
660,Lobo,1990.0,4,Issue,1991-02-28,Comicvine,19236,115370,Lobo,1990,4,DC Comics, ,https://comicvine.gamespot.com/issue/4000-115370/,-272 days +00:00:00
661,Hawkworld,1990.0,1,Issue,1990-06-01,Comicvine,4365,32800,Hawkworld,1990,1,DC Comics, ,https://comicvine.gamespot.com/issue/4000-32800/,30 days 00:00:00
662,Hawkworld,1990.0,2,Issue,1990-07-01,Comicvine,4365,32928,Hawkworld,1990,2,DC Comics, ,https://comicvine.gamespot.com/issue/4000-32928/,31 days 00:00:00
663,Hawkworld,1990.0,3,Issue,1990-08-01,Comicvine,4365,33042,Hawkworld,1990,3,DC Comics, ,https://comicvine.gamespot.com/issue/4000-33042/,31 days 00:00:00
664,Hawkworld,1990.0,4,Issue,1990-09-01,Comicvine,4365,33159,Hawkworld,1990,4,DC Comics, ,https://comicvine.gamespot.com/issue/4000-33159/,30 days 00:00:00
665,Hawkworld,1990.0,5,Issue,1990-10-01,Comicvine,4365,33278,Hawkworld,1990,5,DC Comics, ,https://comicvine.gamespot.com/issue/4000-33278/,61 days 00:00:00
666,Hawkworld,1990.0,6,Issue,1990-12-01,Comicvine,4365,33495,Hawkworld,1990,6,DC Comics, ,https://comicvine.gamespot.com/issue/4000-33495/,31 days 00:00:00
667,Hawkworld,1990.0,7,Issue,1991-01-01,Comicvine,4365,33840,Hawkworld,1990,7,DC Comics, ,https://comicvine.gamespot.com/issue/4000-33840/,31 days 00:00:00
668,Hawkworld,1990.0,8,Issue,1991-02-01,Comicvine,4365,33928,Hawkworld,1990,8,DC Comics, ,https://comicvine.gamespot.com/issue/4000-33928/,28 days 00:00:00
669,Hawkworld,1990.0,9,Issue,1991-03-01,Comicvine,4365,33951,Hawkworld,1990,9,DC Comics, ,https://comicvine.gamespot.com/issue/4000-33951/,31 days 00:00:00
670,Hawkworld,1990.0,10,Issue,1991-04-01,Comicvine,4365,34058,Hawkworld,1990,10,DC Comics, ,https://comicvine.gamespot.com/issue/4000-34058/,30 days 00:00:00
671,Hawkworld,1990.0,11,Issue,1991-05-01,Comicvine,4365,34166,Hawkworld,1990,11,DC Comics, ,https://comicvine.gamespot.com/issue/4000-34166/,31 days 00:00:00
672,Hawkworld,1990.0,12,Issue,1991-06-01,Comicvine,4365,34266,Hawkworld,1990,12,DC Comics, ,https://comicvine.gamespot.com/issue/4000-34266/,-212 days +00:00:00
673,Books of Magic,1990.0,1,Issue,1990-11-01,Comicvine,4354,32134,The Books of Magic,1990,1,DC Comics, ,https://comicvine.gamespot.com/issue/4000-32134/,30 days 00:00:00
674,Books of Magic,1990.0,2,Issue,1990-12-01,Comicvine,4354,32154,The Books of Magic,1990,2,DC Comics, ,https://comicvine.gamespot.com/issue/4000-32154/,31 days 00:00:00
675,Books of Magic,1990.0,3,Issue,1991-01-01,Comicvine,4354,33643,The Books of Magic,1990,3,DC Comics, ,https://comicvine.gamespot.com/issue/4000-33643/,31 days 00:00:00
676,Books of Magic,1990.0,4,Issue,1991-02-01,Comicvine,4354,33647,The Books of Magic,1990,4,DC Comics, ,https://comicvine.gamespot.com/issue/4000-33647/,-154 days +00:00:00
677,Suicide Squad,1987.0,44,Issue,1990-08-31,Comicvine,3815,33054,Suicide Squad,1987,44,DC Comics, ,https://comicvine.gamespot.com/issue/4000-33054/,212 days 00:00:00
678,The Flash,1987.0,48,Issue,1991-03-31,Comicvine,3790,33948,The Flash,1987,48,DC Comics, ,https://comicvine.gamespot.com/issue/4000-33948/,30 days 00:00:00
679,The Flash,1987.0,49,Issue,1991-04-30,Comicvine,3790,34055,The Flash,1987,49,DC Comics, ,https://comicvine.gamespot.com/issue/4000-34055/,31 days 00:00:00
680,The Flash,1987.0,50,Issue,1991-05-31,Comicvine,3790,34163,The Flash,1987,50,DC Comics, ,https://comicvine.gamespot.com/issue/4000-34163/,-364 days +00:00:00
681,Firestorm,1987.0,98,Issue,1990-06-01,Comicvine,149680,32796,Firestorm,1989,98,DC Comics, ,https://comicvine.gamespot.com/issue/4000-32796/,30 days 00:00:00
682,Firestorm,1987.0,99,Issue,1990-07-01,Comicvine,149680,32924,Firestorm,1989,99,DC Comics, ,https://comicvine.gamespot.com/issue/4000-32924/,31 days 00:00:00
683,Firestorm,1987.0,100,Issue,1990-08-01,Comicvine,149680,33039,Firestorm,1989,100,DC Comics, ,https://comicvine.gamespot.com/issue/4000-33039/,30 days 00:00:00
684,Wonder Woman,1987.0,45,Issue,1990-08-31,Comicvine,3824,111303,Wonder Woman,1987,45,DC Comics, ,https://comicvine.gamespot.com/issue/4000-111303/,30 days 00:00:00
685,Wonder Woman,1987.0,46,Issue,1990-09-30,Comicvine,3824,63509,Wonder Woman,1987,46,DC Comics, ,https://comicvine.gamespot.com/issue/4000-63509/,31 days 00:00:00
686,Wonder Woman,1987.0,47,Issue,1990-10-31,Comicvine,3824,33294,Wonder Woman,1987,47,DC Comics, ,https://comicvine.gamespot.com/issue/4000-33294/,30 days 00:00:00
687,Wonder Woman,1987.0,48,Issue,1990-11-30,Comicvine,3824,33403,Wonder Woman,1987,48,DC Comics, ,https://comicvine.gamespot.com/issue/4000-33403/,31 days 00:00:00
688,Wonder Woman,1987.0,49,Issue,1990-12-31,Comicvine,3824,33508,Wonder Woman,1987,49,DC Comics, ,https://comicvine.gamespot.com/issue/4000-33508/,-245 days +00:00:00
689,Justice League America,1989.0,37,Issue,1990-04-30,Comicvine,4198,32598,Justice League America,1989,37,DC Comics, ,https://comicvine.gamespot.com/issue/4000-32598/,-29 days +00:00:00
690,Justice League Europe,1989.0,13,Issue,1990-04-01,Comicvine,4199,32599,Justice League Europe,1989,13,DC Comics, ,https://comicvine.gamespot.com/issue/4000-32599/,30 days 00:00:00
691,Justice League Europe,1989.0,14,Issue,1990-05-01,Comicvine,4199,32699,Justice League Europe,1989,14,DC Comics, ,https://comicvine.gamespot.com/issue/4000-32699/,60 days 00:00:00
692,Justice League Europe,1989.0,15,Issue,1990-06-30,Comicvine,4199,32803,Justice League Europe,1989,15,DC Comics, ,https://comicvine.gamespot.com/issue/4000-32803/,31 days 00:00:00
693,Justice League Europe,1989.0,16,Issue,1990-07-31,Comicvine,4199,32931,Justice League Europe,1989,16,DC Comics, ,https://comicvine.gamespot.com/issue/4000-32931/,31 days 00:00:00
694,Justice League Europe,1989.0,17,Issue,1990-08-31,Comicvine,4199,33045,Justice League Europe,1989,17,DC Comics, ,https://comicvine.gamespot.com/issue/4000-33045/,30 days 00:00:00
695,Justice League Europe,1989.0,18,Issue,1990-09-30,Comicvine,4199,33162,Justice League Europe,1989,18,DC Comics, ,https://comicvine.gamespot.com/issue/4000-33162/,31 days 00:00:00
696,Justice League Europe,1989.0,19,Issue,1990-10-31,Comicvine,4199,33280,Justice League Europe,1989,19,DC Comics, ,https://comicvine.gamespot.com/issue/4000-33280/,-31 days +00:00:00
697,Suicide Squad,1987.0,45,Issue,1990-09-30,Comicvine,3815,33169,Suicide Squad,1987,45,DC Comics, ,https://comicvine.gamespot.com/issue/4000-33169/,31 days 00:00:00
698,Suicide Squad,1987.0,46,Issue,1990-10-31,Comicvine,3815,33290,Suicide Squad,1987,46,DC Comics, ,https://comicvine.gamespot.com/issue/4000-33290/,30 days 00:00:00
699,Suicide Squad,1987.0,47,Issue,1990-11-30,Comicvine,3815,33399,Suicide Squad,1987,47,DC Comics, ,https://comicvine.gamespot.com/issue/4000-33399/,31 days 00:00:00
700,Suicide Squad,1987.0,48,Issue,1990-12-31,Comicvine,3815,33580,Suicide Squad,1987,48,DC Comics, ,https://comicvine.gamespot.com/issue/4000-33580/,31 days 00:00:00
701,Suicide Squad,1987.0,49,Issue,1991-01-31,Comicvine,3815,33750,Suicide Squad,1987,49,DC Comics, ,https://comicvine.gamespot.com/issue/4000-33750/,1 days 00:00:00
702,Suicide Squad,1987.0,50,Issue,1991-02-01,Comicvine,3815,33915,Suicide Squad,1987,50,DC Comics, ,https://comicvine.gamespot.com/issue/4000-33915/,-31 days +00:00:00
703,Batman & Dracula: Red Rain,1991.0,1,Issue,1991-01-01,Comicvine,19168,114715,Batman & Dracula: Red Rain,1991,1,DC Comics, ,https://comicvine.gamespot.com/issue/4000-114715/,1096 days 00:00:00
704,Batman: Bloodstorm,1994.0,1,Issue,1994-01-01,Comicvine,19169,114716,Batman: Bloodstorm,1994,1,DC Comics, ,https://comicvine.gamespot.com/issue/4000-114716/,1826 days 00:00:00
705,Batman: Crimson Mist,1998.0,1,Issue,1999-01-01,Comicvine,19170,114717,Batman: Crimson Mist,1999,1,DC Comics, ,https://comicvine.gamespot.com/issue/4000-114717/,-2650 days +00:00:00
706,Batman: Holy Terror,1991.0,1,Issue,1991-09-30,Comicvine,28207,173438,Batman: Holy Terror,1991,1,DC Comics, ,https://comicvine.gamespot.com/issue/4000-173438/,-29 days +00:00:00
707,The Flash,1987.0,54,Issue,1991-09-01,Comicvine,3790,34601,The Flash,1987,54,DC Comics, ,https://comicvine.gamespot.com/issue/4000-34601/,-397 days +00:00:00
708,Green Arrow,1988.0,34,Issue,1990-07-31,Comicvine,4003,66725,Green Arrow,1988,34,DC Comics, ,https://comicvine.gamespot.com/issue/4000-66725/,31 days 00:00:00
709,Green Arrow,1988.0,35,Issue,1990-08-31,Comicvine,4003,66726,Green Arrow,1988,35,DC Comics, ,https://comicvine.gamespot.com/issue/4000-66726/,30 days 00:00:00
710,Green Arrow,1988.0,36,Issue,1990-09-30,Comicvine,4003,66727,Green Arrow,1988,36,DC Comics, ,https://comicvine.gamespot.com/issue/4000-66727/,0 days 00:00:00
711,Green Arrow,1988.0,37,Issue,1990-09-30,Comicvine,4003,66728,Green Arrow,1988,37,DC Comics, ,https://comicvine.gamespot.com/issue/4000-66728/,31 days 00:00:00
712,Green Arrow,1988.0,38,Issue,1990-10-31,Comicvine,4003,66729,Green Arrow,1988,38,DC Comics, ,https://comicvine.gamespot.com/issue/4000-66729/,30 days 00:00:00
713,Green Arrow,1988.0,39,Issue,1990-11-30,Comicvine,4003,66730,Green Arrow,1988,39,DC Comics, ,https://comicvine.gamespot.com/issue/4000-66730/,31 days 00:00:00
714,Green Arrow,1988.0,40,Issue,1990-12-31,Comicvine,4003,66731,Green Arrow,1988,40,DC Comics, ,https://comicvine.gamespot.com/issue/4000-66731/,0 days 00:00:00
715,Green Arrow,1988.0,41,Issue,1990-12-31,Comicvine,4003,66732,Green Arrow,1988,41,DC Comics, ,https://comicvine.gamespot.com/issue/4000-66732/,31 days 00:00:00
716,Green Arrow,1988.0,42,Issue,1991-01-31,Comicvine,4003,66733,Green Arrow,1988,42,DC Comics, ,https://comicvine.gamespot.com/issue/4000-66733/,28 days 00:00:00
717,Green Arrow,1988.0,43,Issue,1991-02-28,Comicvine,4003,66734,Green Arrow,1988,43,DC Comics, ,https://comicvine.gamespot.com/issue/4000-66734/,85 days 00:00:00
718,Hellblazer,1988.0,41,Issue,1991-05-24,Comicvine,4008,34167,Hellblazer,1988,41,Vertigo, ,https://comicvine.gamespot.com/issue/4000-34167/,31 days 00:00:00
719,Hellblazer,1988.0,42,Issue,1991-06-24,Comicvine,4008,34267,Hellblazer,1988,42,Vertigo, ,https://comicvine.gamespot.com/issue/4000-34267/,30 days 00:00:00
720,Hellblazer,1988.0,43,Issue,1991-07-24,Comicvine,4008,34375,Hellblazer,1988,43,Vertigo, ,https://comicvine.gamespot.com/issue/4000-34375/,31 days 00:00:00
721,Hellblazer,1988.0,44,Issue,1991-08-24,Comicvine,4008,34493,Hellblazer,1988,44,Vertigo, ,https://comicvine.gamespot.com/issue/4000-34493/,31 days 00:00:00
